x,y,z,theta0,theta1,theta2,theta0_pred,theta1_pred,theta2_pred,time_pred
0.0093196939239784,-0.0012016414665968,-0.1059449332929911,3.013364382014699,1.6669675304762166,1.4105109873260295,-0.0,1.96,1.97,2.022021545639038
0.0252285893553354,0.02443252630278,0.0484210360177885,0.7693696294505615,2.6286795672894185,2.3081088883516845,-0.0,1.96,1.97,2.014925255050659
0.163571913673931,0.2051126921026971,-0.0781831482468029,0.8975979010256552,0.0,0.8975979010256552,-0.0,1.96,1.97,2.017556204071045
0.0967294863039029,0.0253654583909507,0.0,0.2564565431501872,1.538739258901123,3.141592653589793,-0.0,1.96,1.97,2.0108106272125243
0.0967294863039029,0.0253654583909507,1.3877787807814457e-17,0.2564565431501872,2.3722230241392315,3.141592653589793,-0.0,1.96,1.97,2.0252335207366943
0.0896601817845601,-0.0235116684403355,-0.0375267004879374,2.8851361104396056,2.756907838864512,0.3846848147252807,-0.0,1.96,1.97,2.0265042917633056
-0.2512073591161439,0.1017025881904317,-0.0823559712287992,2.756907838864512,0.1282282715750936,0.6411413578754679,-0.0,1.96,1.97,2.0246899263763427
-0.0618045762299594,-0.0039679854465332,-0.0261798811485928,0.0641141357875468,2.3722230241392315,1.218168579963389,-0.0,1.96,1.97,2.0128233568572997
0.0796480617348027,0.0594428933535759,-0.0191947381665219,0.6411413578754679,0.1282282715750936,2.9492502462271526,-0.0,1.96,1.97,2.0178721086883544
-0.0469029696743187,0.1274505204745175,-0.0972990111169402,1.923424073626404,0.1923424073626403,2.0516523452014974,-0.0,1.96,1.97,2.024117960205078
0.0183308229456246,0.0351367557059436,0.0623360204026139,1.0899403083882957,2.821021974652059,2.243994752564138,-0.0,1.96,1.97,2.0247061388397216
0.0308508057352809,-0.0386856867769794,-0.1272549034471968,2.243994752564138,2.243994752564138,0.3846848147252807,-0.0,1.96,1.97,2.0136683123016357
0.1010389929215544,0.0860157487542968,-0.1678746419125076,0.7052554936630148,0.8334837652381083,1.0899403083882957,-0.0,1.96,1.97,2.0232572691345214
0.2039269816025751,0.0397147761097328,-0.118653774165057,0.1923424073626403,0.1923424073626403,1.2822827157509358,-0.0,1.96,1.97,2.021213545074463
-0.0851255517910314,0.1631697456512202,-0.098718178341445,2.0516523452014974,0.0,1.7310816662637634,-0.0,1.96,1.97,2.015542759170532
0.1089405756689905,0.021216175211141,-0.1138945947311726,0.1923424073626403,0.5129130863003744,1.923424073626404,-0.0,1.96,1.97,2.0223794119262695
0.1663275925228169,0.043616231085415,-0.1777210595417228,0.2564565431501872,0.8975979010256552,0.5770272220879211,-0.0,1.96,1.97,2.0116350786590576
-0.0447429145027561,-0.0738081173838887,-0.0362840390319432,1.0258261726007487,2.6286795672894185,0.6411413578754679,-0.0,1.96,1.97,2.0133397714996337
0.0031202413691085,-0.0070486796041561,-0.0174134625940497,1.9875382094139509,1.9875382094139509,1.9875382094139509,-0.0,1.96,1.97,2.0141351358795165
0.0210961909302375,-0.0476566627849803,-0.0505064036573335,1.9875382094139509,2.179880616776591,1.2822827157509358,-0.0,1.96,1.97,2.0232179300689697
0.0593676516474717,0.0197114184048785,-0.0717761262487317,0.3205706789377339,0.8975979010256552,2.3081088883516845,-0.0,1.96,1.97,2.0125229494476318
-0.0910670758956135,0.1745585349926997,-0.172029990451779,2.0516523452014974,0.8975979010256552,0.3205706789377339,-0.0,1.96,1.97,2.013004793395996
0.0451986078847282,0.005827715149207,-0.0599304404992192,0.1282282715750936,1.1540544441758422,2.3081088883516845,-0.0,1.96,1.97,2.023727907409668
-0.1410984276209628,0.1201188427253414,-0.1310487330972819,2.436337159926778,0.3205706789377339,1.3463968515384828,-0.0,1.96,1.97,2.0222709314727783
-0.0075022169954264,0.077768327205596,-0.1696244105483842,1.6669675304762166,1.1540544441758422,1.0899403083882957,-0.0,1.96,1.97,2.014868511428833
-0.005869041230448,-0.0023761114540316,-0.1249033696858706,0.3846848147252807,1.6669675304762166,1.218168579963389,-0.0,1.96,1.97,2.023956312408447
0.0857267571249829,0.0166952844546449,0.0426647332023225,0.1923424073626403,3.077478517802246,2.692793703076965,-0.0,1.96,1.97,2.013464941253662
-0.0147496986388856,-0.0243311706582904,-0.0958667853036661,1.0258261726007487,1.859309937838857,1.2822827157509358,-0.0,1.96,1.97,2.0252170698547363
0.0317500793037464,0.0455161262401014,0.0,0.961712036813202,1.7951958020513104,2.692793703076965,-0.0,1.96,1.97,2.023561729660034
0.0009442696166918,0.0294458038500804,-0.1593489643440414,1.538739258901123,1.4746251231135763,1.0258261726007487,-0.0,1.96,1.97,2.013028635253906
-0.0722771062549608,0.0699964740315415,-0.0191947381665219,2.3722230241392315,0.0641141357875468,2.9492502462271526,-0.0,1.96,1.97,2.012730135192871
-0.0864966306868266,-0.0226820876495816,0.0121612420969865,0.2564565431501872,2.8851361104396056,0.6411413578754679,-0.0,1.96,1.97,2.025228037109375
-0.0088112242241045,0.0057354713765579,-0.1374753221080062,2.564565431501872,1.538739258901123,1.218168579963389,-0.0,1.96,1.97,2.014852537384033
-0.04215942131876,-0.035890838644804,-0.0629013625895584,0.7052554936630148,2.179880616776591,1.1540544441758422,-0.0,1.96,1.97,2.025406612625122
0.0376370223520573,-0.0124963523822786,0.0786535461331305,2.821021974652059,3.013364382014699,1.2822827157509358,-0.0,1.96,1.97,2.0240156786346435
0.0066170531095239,0.0043072242564222,-0.0338953388106662,0.5770272220879211,1.7310816662637634,2.1157664809890444,-0.0,0.0,0.0,2.0239758627319335
0.0041276844308368,-0.0180845671135428,-0.0524784113919102,1.7951958020513104,1.859309937838857,1.7310816662637634,-0.0,1.96,1.97,2.02456332611084
-0.1428433865610248,0.0929807407136576,-0.1350194917061197,2.564565431501872,0.3846848147252807,1.4105109873260295,0.75,1.97,0.0,2.0241916315460204
-0.0488099225707985,0.1644568255468047,-0.095866785303666,1.859309937838857,0.0,1.859309937838857,-0.0,1.96,1.97,2.0137224333190917
0.0786634879081867,0.0587080868096436,-0.0191158628701372,0.6411413578754679,0.1923424073626403,2.9492502462271526,-0.0,1.96,1.97,2.0247838632965087
-0.0024039980630812,-0.0017941503832415,-0.1063556436181401,0.6411413578754679,1.6028533946886698,1.4746251231135763,-0.0,1.96,1.97,2.0143554346466064
-0.03345011546815,-0.0551794641993152,-0.107094955548286,1.0258261726007487,2.3722230241392315,0.3846848147252807,-0.0,1.96,1.97,2.0158512728118896
-0.010969202359405,0.0480592156630719,-0.0016260059145163,1.7951958020513104,1.7951958020513104,2.6286795672894185,-0.0,1.96,1.97,2.0171165602111816
-0.0111847280217011,0.0691814976016077,0.0329454702593018,1.7310816662637634,2.6286795672894185,2.692793703076965,-0.0,1.96,1.97,2.0160901682281493
-0.0958585926306081,0.1055509638362415,-0.0884242474577668,2.3081088883516845,0.0641141357875468,2.1157664809890444,0.75,1.97,0.0,2.012976421585083
-0.134741743456884,0.0262409521877493,-0.19138988392165,2.9492502462271526,1.1540544441758422,0.4487989505128276,-0.0,1.96,1.97,2.0158295767211913
-0.0095102552783774,-0.0136336660984384,0.0266184227708023,0.961712036813202,2.436337159926778,1.859309937838857,-0.0,1.96,1.97,2.0110016004943847
0.0371929979587058,0.0023878696953437,0.0060515289166011,0.0641141357875468,1.9875382094139509,2.500451295714325,-0.0,1.96,1.97,2.0181281702423095
0.0531090672436708,0.0876089613927194,-0.0381531745594013,1.0258261726007487,0.1282282715750936,2.756907838864512,-0.0,1.96,1.97,2.0202274458312988
0.0185285767975516,0.0811789990800772,0.0094240368418856,1.3463968515384828,2.179880616776591,2.9492502462271526,-0.0,1.96,1.97,2.0196793215179443
0.0035534082575128,0.0068112183636311,0.0059269860010466,1.0899403083882957,2.1157664809890444,2.179880616776591,-0.0,1.96,1.97,2.0208299295806884
0.0532368578684278,0.0034179196772597,-0.140513017501975,0.0641141357875468,1.1540544441758422,1.4746251231135763,-0.0,1.96,1.97,2.0143857138061523
-0.0368859851215918,0.0357220845364727,-0.1201707524396621,2.3722230241392315,1.0899403083882957,1.7310816662637634,-0.0,1.96,1.97,2.025019420852661
-0.0789223955563894,-0.0380070225554452,-0.0690375222902995,0.4487989505128276,2.756907838864512,0.0641141357875468,-0.0,1.96,1.97,2.015319837799072
-0.0014385751339569,0.0012246768669071,-0.0684377998177067,2.436337159926778,1.6028533946886698,1.859309937838857,-0.0,1.96,1.97,2.021590008010864
-0.0254768884115879,-0.036523035361678,-0.0479875758125972,0.961712036813202,2.1157664809890444,1.4105109873260295,-0.0,1.96,1.97,2.0157435076141357
0.0834118758828927,5.215557104881126e-18,-0.0851765114400723,0.0,0.6411413578754679,2.243994752564138,-0.0,1.96,1.97,2.019136919250488
0.2284337875107403,0.1944685185923365,0.0,0.7052554936630148,0.0,0.0,0.75,1.97,0.0,2.009929670562744
0.2594193041728851,0.0166552719280487,-0.1193763296518337,0.0641141357875468,0.5770272220879211,0.1282282715750936,-0.0,1.96,1.97,2.0254261629486083
-0.0023469712772765,-0.024328812448993,-0.1560450251672271,1.4746251231135763,2.179880616776591,0.1282282715750936,-0.0,1.96,1.97,2.0217576162719726
-0.0072084876865926,-0.0138173213283675,-0.0467950301032722,1.0899403083882957,1.859309937838857,1.7951958020513104,-0.0,1.96,1.97,2.025739921798706
-0.0894766486786304,0.2431369596337321,-0.1035486066377537,1.923424073626404,0.2564565431501872,0.6411413578754679,0.75,1.97,0.0,2.0191192762756347
-0.0334201885757842,0.0188218995504272,0.0524784113919102,2.6286795672894185,2.692793703076965,2.3081088883516845,-0.0,1.96,1.97,2.010727657546997
-0.0482031367331429,0.2111917410210226,-0.1562641018323601,1.7951958020513104,0.7052554936630148,0.4487989505128276,-0.0,1.96,1.97,2.0179691450500488
0.0402903338709984,0.2492099611770885,-0.1215715221585588,1.4105109873260295,0.4487989505128276,0.4487989505128276,-0.0,1.96,1.97,2.0179896490478515
-0.0536141528002623,0.0768599197427793,-0.0979418640328106,2.179880616776591,0.5770272220879211,2.1157664809890444,-0.0,1.96,1.97,2.014955057373047
0.0002307249822665,1.481303533866149e-05,-0.0441646882203901,0.0641141357875468,1.7310816662637634,1.9875382094139509,-0.0,1.96,1.97,2.0220668451690673
0.0017434501535696,0.0543671959119692,-0.1536578952540976,1.538739258901123,1.218168579963389,1.2822827157509358,-0.0,1.96,1.97,2.0225303308868408
0.0873502091951367,1.2522748779242716e-19,-0.0020451200767374,0.0,1.4746251231135763,3.013364382014699,-0.0,1.96,1.97,2.0203907625579833
0.0690504392268557,0.1876323499250714,-0.1253140800110195,1.218168579963389,0.2564565431501872,1.2822827157509358,-0.0,1.96,1.97,2.0255277292633056
-0.0613520215091009,0.0345528147886235,0.0119785149176477,2.6286795672894185,2.1157664809890444,2.821021974652059,-0.0,1.96,1.97,2.021173729171753
0.0711000020741387,0.0688565122027615,-0.0063281467016866,0.7693696294505615,0.1923424073626403,3.077478517802246,-0.0,1.96,1.97,2.02662516998291
-0.2822075430941586,0.0181183254089964,-0.0809150743996932,3.077478517802246,0.3846848147252807,0.0641141357875468,-0.0,1.96,1.97,2.0252244608306884
